Permutation,BlockType,ShaderType,SPF1,SPF2,Occurrences,UniqueNifs,UniqueMaterials,ExampleNifs,TopMaterials,SummaryCount,Delta_MapMinusSummary,SPF1_int,SPF2_int,SPF1_flags,SPF2_flags,Meshes_total,Meshes_unique,trees,architecture,actors,decals,other,DominantClass
BSEffectShaderProperty|Default|SPF1=2684354688|SPF2=1073741872,BSEffectShaderProperty,Default,2684354688,1073741872,22,20,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Lights\SpotLightDetect01\SpotLight01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Lights\SpotLightDetect01\SpotLightDetect01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\Institute\InstituteCafeSneezeGuard01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\Institute\InstituteCafeSneezeGuard02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\Kitchen\CafeSneezeGuard01.nif,,22,0,2684354688,1073741872,"Environment_Mapping, External_Emittance, ZBuffer_Test","Double_Sided, Vertex_Colors, Effect_Lighting",22,20,0,9,0,0,13,other
BSLightingShaderProperty|GlowShader|SPF1=2889875968|SPF2=120,BSLightingShaderProperty,GlowShader,2889875968,120,22,11,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Weapons\MachineGun\MGScopeThermal.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Weapons\MachineGun\MGScopeThermal_1.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Weapons\ReconScope\Pistol_scope_44Mag.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Weapons\ReconScope\Pistol_Scope_Gauss.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Weapons\ReconScope\Pistol_scope_laser.nif,,22,0,2889875968,120,"Cast_Shadows, Own_Emit, Decal, Dynamic_Decal, External_Emittance, ZBuffer_Test","No_Fade, Double_Sided, Vertex_Colors, Glow_Map",22,11,0,0,0,0,22,other
BSLightingShaderProperty|GlowShader|SPF1=2151678465|SPF2=225,BSLightingShaderProperty,GlowShader,2151678465,225,21,20,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00077DC1.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00077DDC.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00077E24.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00077E28.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00077E56.NIF,,21,0,2151678465,225,"Specular, Cast_Shadows, Own_Emit, ZBuffer_Test","ZBuffer_Write, Vertex_Colors, Glow_Map, Transform_Changed",21,20,0,0,0,0,21,other
BSLightingShaderProperty|GlowShader|SPF1=2688549377|SPF2=65,BSLightingShaderProperty,GlowShader,2688549377,65,21,19,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\LightFixtures\IndCatLight01On.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\LightFixtures\IndCatLight02On.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\WaterBarrels\WaterBarrel01a.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\DiamondCity\ShackRV_Ext\DiamondDoor04.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\HighTech\Floors\HitFloorSolidFull02.nif,,21,0,2688549377,65,"Specular, Cast_Shadows, Own_Emit, External_Emittance, ZBuffer_Test","ZBuffer_Write, Glow_Map",21,19,0,18,0,0,3,architecture
BSEffectShaderProperty|Default|SPF1=2147483728|SPF2=48,BSEffectShaderProperty,Default,2147483728,48,21,10,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Handy\HandyBoosterFX.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Props\Cigar\LighterOn.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\LightFixtures\LightOilLampOn.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\LightFixtures\LightOilLampOnOffSwitch.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\LightFixtures\LightOilLampOn_HandleUp.nif,,21,0,2147483728,48,"GreyscaleToPalette_Color, Use_Falloff, ZBuffer_Test","Double_Sided, Vertex_Colors",21,10,0,3,5,0,13,other
BSLightingShaderProperty|Default|SPF1=2353005065|SPF2=57,BSLightingShaderProperty,Default,2353005065,57,20,18,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Bld02FrontBrickCom01RR.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Forest\ForestGroundCover_L02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\FencesGrates\BeachFence_Broken01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\FencesGrates\BeachFence_Broken02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\FencesGrates\BeachFence_Broken03.nif,,20,0,2353005065,57,"Specular, Vertex_Alpha, Cast_Shadows, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test","ZBuffer_Write, No_Fade, Double_Sided, Vertex_Colors",20,18,0,4,0,0,16,other
BSLightingShaderProperty|EnvironmentMap|SPF1=2151678593|SPF2=67108865,BSLightingShaderProperty,EnvironmentMap,2151678593,67108865,20,17,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\AnimObjects\Chopsticks_WeaponMagazineParent.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Unique\MuseumEagle01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\Church\ChurchLectern01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\Church\ChurchPew01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\Construction\SignMenWorkingWithStandfxBrokenShaderDepth.nif,,20,0,2151678593,67108865,"Specular, Environment_Mapping, Cast_Shadows, Own_Emit, ZBuffer_Test","ZBuffer_Write, Gradient_Remap",20,17,0,4,0,0,16,other
BSLightingShaderProperty|Default|SPF1=2353005056|SPF2=9,BSLightingShaderProperty,Default,2353005056,9,20,17,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\AnimObjects\PipBoy.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\LoadScreenArt\CreatureTurret.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\LoadScreenArt\LSPipboy01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\LoadScreenArt\LSPipboy02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\AnimObjects\NpcPipboyGroundTake01\NpcPipboyGroundTake01.nif,,20,0,2353005056,9,"Cast_Shadows, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test","ZBuffer_Write, No_Fade",20,17,0,14,0,0,6,architecture
BSLightingShaderProperty|Default|SPF1=2151677960|SPF2=161,BSLightingShaderProperty,Default,2151677960,161,20,10,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\Building\Unique\MurCeil\BldMurStarSmCeilOnly01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\Building\Unique\MurCeil\BldMurStarSmCeilOnly02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\Building\Unique\MurCeil\BldMurStarSmCeilOnly03.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\Building\Unique\MurCeil\BldMurStarSmCeilOnly04.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\Building\Unique\MurCeil\BldMurStarSmCeilOnly05.nif,,20,0,2151677960,161,"Vertex_Alpha, Own_Emit, ZBuffer_Test","ZBuffer_Write, Vertex_Colors, Transform_Changed",20,10,0,20,0,0,0,architecture
BSLightingShaderProperty|Default|SPF1=2151678464|SPF2=536870961,BSLightingShaderProperty,Default,2151678464,536870961,19,19,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Plants\Creosote01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Plants\Creosote02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Plants\Creosote03.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Plants\FoothillsShrubLarge01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Plants\FoothillsShrubMedium01.nif,,19,0,2151678464,536870961,"Cast_Shadows, Own_Emit, ZBuffer_Test","ZBuffer_Write, Double_Sided, Vertex_Colors, Tree_Anim",19,19,0,19,0,0,0,architecture
BSLightingShaderProperty|EnvironmentMap|SPF1=2353005185|SPF2=129,BSLightingShaderProperty,EnvironmentMap,2353005185,129,19,19,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00077DC1.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00077E5B.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00077E5D.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM000E463C.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00174BDD.NIF,,19,0,2353005185,129,"Specular, Environment_Mapping, Cast_Shadows, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test","ZBuffer_Write, Transform_Changed",19,19,0,0,0,0,19,other
BSLightingShaderProperty|EnvironmentMap|SPF1=2151678593|SPF2=2097153,BSLightingShaderProperty,EnvironmentMap,2151678593,2097153,19,15,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Weapons\GunBoard.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Ammo\FatMan\AmmoFatMan.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Ammo\FatMan\MirvProjectile.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Ammo\FatMan\MirvProjectileChild.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Props\BucketsAndBaskets\Bucket_Metal_Clean.nif,,19,0,2151678593,2097153,"Specular, Environment_Mapping, Cast_Shadows, Own_Emit, ZBuffer_Test","ZBuffer_Write, Anisotropic_Lighting",19,15,0,3,0,0,16,other
BSLightingShaderProperty|Default|SPF1=2151678465|SPF2=25,BSLightingShaderProperty,Default,2151678465,25,19,12,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\Prydwen\PrydwenExt01D.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\Prydwen\PrydwenExt03D.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\Prydwen\PrydwenExt04D.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\Prydwen\PrydwenExt08D.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\Prydwen\PrydwenExt09D.nif,,19,0,2151678465,25,"Specular, Cast_Shadows, Own_Emit, ZBuffer_Test","ZBuffer_Write, No_Fade, Double_Sided",19,12,0,19,0,0,0,architecture
BSEffectShaderProperty|Default|SPF1=3758096464|SPF2=1073741856,BSEffectShaderProperty,Default,3758096464,1073741856,19,11,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\AnimObjects\AnimObjectAssaultronLaserFX.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\AnimObjects\AnimObjectAssaultronLaserFX02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\AssaultronProjectile.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\GlowingSeaMist01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\GlowingSeaMist01Dim.nif,,19,0,3758096464,1073741856,"GreyscaleToPalette_Color, Use_Falloff, External_Emittance, Soft_Effect, ZBuffer_Test","Vertex_Colors, Effect_Lighting",19,11,0,0,0,17,2,decals
BSEffectShaderProperty|Default|SPF1=2684354624|SPF2=1073741856,BSEffectShaderProperty,Default,2684354624,1073741856,19,5,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\CryolatorProjectileSprayMedium01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\DeconArch\DeconArch01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\SandbagWalls\SignMenWorkingWithStandfx.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Turret\CharacterAssets\TurretEye.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\Quest\Demo\DemoFXPrydFlyover.nif,,19,0,2684354624,1073741856,"Use_Falloff, External_Emittance, ZBuffer_Test","Vertex_Colors, Effect_Lighting",19,5,0,0,1,7,11,other
BSLightingShaderProperty|Default|SPF1=2151678472|SPF2=33,BSLightingShaderProperty,Default,2151678472,33,18,17,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Roads\RoadAFree01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\ConcMuseum\PaintingShipHuge01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\ConcMuseum\PosterJoinOrDie02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\GlowingSea\AshAndCharPileFlat01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\Railroad\RRBaseCrazyPapers01.nif,,18,0,2151678472,33,"Vertex_Alpha, Cast_Shadows, Own_Emit, ZBuffer_Test","ZBuffer_Write, Vertex_Colors",18,17,0,12,0,0,6,architecture
BSLightingShaderProperty|Default|SPF1=2151677961|SPF2=33,BSLightingShaderProperty,Default,2151677961,33,18,13,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\GlowingSea\RedRocketGlowingSea03.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\Railroad\SewerCrypt\RRBasePillar01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\Railroad\SewerCrypt\RRBasePillar02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\Railroad\SewerCrypt\RRBasePillar03.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\Railroad\SewerCrypt\RRBasePillarHalf01.nif,,18,0,2151677961,33,"Specular, Vertex_Alpha, Own_Emit, ZBuffer_Test","ZBuffer_Write, Vertex_Colors",18,13,0,18,0,0,0,architecture
BSEffectShaderProperty|Default|SPF1=2147483712|SPF2=48,BSEffectShaderProperty,Default,2147483712,48,18,12,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\FXNeurons01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\WorkingExamples\NonLitWE.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\LightFixtures\KlaxonLight01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\LightFixtures\KlaxonLight01Bright.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\WaterPumps\WaterPumpLarge01.nif,,18,0,2147483712,48,"Use_Falloff, ZBuffer_Test","Double_Sided, Vertex_Colors",18,12,0,3,0,7,8,other
BSLightingShaderProperty|Default|SPF1=2353005057|SPF2=67108905,BSLightingShaderProperty,Default,2353005057,67108905,18,10,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Bld02FrontBrickCom01R.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Bld02FrontBrickCom01RR.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Bld03CornerBrickCom01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Bld03CornerBrickCom02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Bld04EndBrickCom01.nif,,18,0,2353005057,67108905,"Specular, Cast_Shadows, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test","ZBuffer_Write, No_Fade, Vertex_Colors, Gradient_Remap",18,10,0,18,0,0,0,architecture
BSLightingShaderProperty|Default|SPF1=2151678465|SPF2=67108913,BSLightingShaderProperty,Default,2151678465,67108913,18,6,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\USSConstitution\ConstitutionBell01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\SandbagWalls\SandbagExplosion.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\SandbagWalls\SandbagSmallExplosion.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\SandbagWalls\SandbagWallSmallExplosion.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Warehouse\Greenhouse\GreenhousePlanter01.nif,,18,0,2151678465,67108913,"Specular, Cast_Shadows, Own_Emit, ZBuffer_Test","ZBuffer_Write, Double_Sided, Vertex_Colors, Gradient_Remap",18,6,0,4,0,0,14,other
BSLightingShaderProperty|Default|SPF1=2151776769|SPF2=33,BSLightingShaderProperty,Default,2151776769,33,17,17,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\AssaultronProjectile.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\ExplosionGasTrap01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\ExplosionGrenadePlasmaDN102.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\FlameThrowerProjectileSprayLong01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\FlameThrowerProjectileSprayMedium01.nif,,17,0,2151776769,33,"Specular, Cast_Shadows, Refraction, Fire_Refraction, Own_Emit, ZBuffer_Test","ZBuffer_Write, Vertex_Colors",17,17,0,0,0,16,1,decals
BSLightingShaderProperty|Default|SPF1=2151711233|SPF2=33,BSLightingShaderProperty,Default,2151711233,33,17,17,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\PipeWaterLeak01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\PipeWaterLeak01Large.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\SaugusSpillSplash.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\WaterDripsMed.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\WaterDripsSmall.nif,,17,0,2151711233,33,"Specular, Cast_Shadows, Refraction, Own_Emit, ZBuffer_Test","ZBuffer_Write, Vertex_Colors",17,17,0,0,0,9,8,decals
BSEffectShaderProperty|Default|SPF1=2147483840|SPF2=0,BSEffectShaderProperty,Default,2147483840,0,17,17,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\LoadScreenArt\CityDiamondCity03.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\LoadScreenArt\CreatureProtectron01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\LoadScreenArt\CreatureProtectronMedic.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\LoadScreenArt\NukaColaMachine_LS.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Props\NukaColaBottleFull.nif,,17,0,2147483840,0,"Use_Falloff, Environment_Mapping, ZBuffer_Test",,17,17,0,10,0,0,7,architecture
BSLightingShaderProperty|Default|SPF1=2151678720|SPF2=41,BSLightingShaderProperty,Default,2151678720,41,17,9,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Ruins\RuiBrickCorner01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Ruins\RuiBrickCorner02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Ruins\RuiBrickEnd01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Ruins\RuiBrickSlab01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Ruins\RuiBrickStairs01.nif,,17,0,2151678720,41,"RGB_Falloff, Cast_Shadows, Own_Emit, ZBuffer_Test","ZBuffer_Write, No_Fade, Vertex_Colors",17,9,0,16,0,0,1,architecture
BSEffectShaderProperty|Default|SPF1=2147483776|SPF2=0,BSEffectShaderProperty,Default,2147483776,0,16,15,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\AnimObjects\AnimObjectChem2.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\LoadScreenArt\BloatflyLoadScreen.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\LoadScreenArt\LSPrewarTelevision01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Props\TriFoldFlag_PreWar.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Props\watch.nif,,16,0,2147483776,0,"Environment_Mapping, ZBuffer_Test",,16,15,0,4,0,0,12,other
BSEffectShaderProperty|Default|SPF1=2147483760|SPF2=48,BSEffectShaderProperty,Default,2147483760,48,16,12,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\AssaultronProjectile.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\ImpactLaserBlueVsShell.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\ImpactLaserVsShell.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\LaserLtBlueProjectile.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\LaserPowerBeamLtBlue.nif,,16,0,2147483760,48,"GreyscaleToPalette_Color, GreyscaleToPalette_Alpha, Use_Falloff, ZBuffer_Test","Double_Sided, Vertex_Colors",16,12,0,5,1,8,2,decals
BSLightingShaderProperty|EnvironmentMap|SPF1=2353004673|SPF2=41,BSLightingShaderProperty,EnvironmentMap,2353004673,41,16,12,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\WaterDropsPlane01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\PlayerHouse\PlayerHouse_ShowerFX.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\MirelurkQueen\CharacterAssets\MirelurkEggExplosion.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\HighTech\LgRooms\HitLgRmMidCorIn02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\HighTech\LgRooms\HitLgRmMidCorIn03.nif,,16,0,2353004673,41,"Specular, Environment_Mapping, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test","ZBuffer_Write, No_Fade, Vertex_Colors",16,12,0,9,5,1,1,architecture
BSLightingShaderProperty|Default|SPF1=2151678472|SPF2=17,BSLightingShaderProperty,Default,2151678472,17,16,11,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Plants\GreenHsPlanter01Carrot.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Plants\GreenHsPlanter01Corn.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Plants\GreenHsPlanter01Gourd.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Plants\GreenHsPlanter01Melon.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Plants\GreenHsPlanter01Mutfruit.nif,,16,0,2151678472,17,"Vertex_Alpha, Cast_Shadows, Own_Emit, ZBuffer_Test","ZBuffer_Write, Double_Sided",16,11,0,16,0,0,0,architecture
BSEffectShaderProperty|Default|SPF1=3758096496|SPF2=1073741872,BSEffectShaderProperty,Default,3758096496,1073741872,16,10,0,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\MS09LorenzoStaggerExplosion.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\PipeWaterLeak01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\PipeWaterLeak01Large.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\PipeWaterLeakIntermittent.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Water\FXWaterfall1500x128.nif,,16,0,3758096496,1073741872,"GreyscaleToPalette_Color, GreyscaleToPalette_Alpha, Use_Falloff, External_Emittance, Soft_Effect, ZBuffer_Test","Double_Sided, Vertex_Colors, Effect_Lighting",16,10,0,0,0,9,7,decals
