Permutation,BlockType,ShaderType,SPF1,SPF1_int,SPF1_hex,SPF1_flags_strict,SPF2,SPF2_int,SPF2_hex,SPF2_flags_strict,Occurrences,UniqueNifs,Meshes_total,Meshes_unique,trees,architecture,actors,decals,other,DominantClass,ExampleNifs,TopMaterials,SummaryCount,Delta_MapMinusSummary
BSEffectShaderProperty|Default|SPF1=3758096488|SPF2=1073741856,BSEffectShaderProperty,Default,3758096488,3758096488,0xE0000068,"Vertex_Alpha, GreyscaleToPalette_Alpha, Use_Falloff, External_Emittance, Soft_Effect, ZBuffer_Test",1073741856,1073741856,0x40000020,"Vertex_Colors, Effect_Lighting",148,148,148,148,0,0,0,5,143,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\DripsSplash.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\FXDripsSplashFaint.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\FXPipeWaterLeak01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\FXPipeWaterLeak01Large.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\FXPipeWaterLeak03.nif,,148,0
BSLightingShaderProperty|Default|SPF1=2353004545|SPF2=9,BSLightingShaderProperty,Default,2353004545,2353004545,0x8C400001,"Specular, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test",9,9,0x00000009,"ZBuffer_Write, No_Fade",141,126,141,126,0,133,0,0,8,architecture,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\MirelurkDebrisDecal01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\MirelurkDebrisDecal02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\LoadScreenArt\CryoPodLoadScreenArt01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Dam\DamConcrete01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Furniture\CryoPod\CryoPod01.nif,,141,0
BSLightingShaderProperty|Default|SPF1=2353004545|SPF2=41,BSLightingShaderProperty,Default,2353004545,2353004545,0x8C400001,"Specular, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test",41,41,0x00000029,"ZBuffer_Write, No_Fade, Vertex_Colors",135,121,135,121,2,81,0,0,52,architecture,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\CovenantSettlement\CovWall01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\CovenantSettlement\CovWall02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Furniture\MoleRat\MoleratAmbushLongFurniture.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\RiverBeds\RiverTranStraight01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Roads\SanctuaryCustom01.nif,,135,0
BSLightingShaderProperty|Default|SPF1=2353004545|SPF2=169,BSLightingShaderProperty,Default,2353004545,2353004545,0x8C400001,"Specular, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test",169,169,0x000000A9,"ZBuffer_Write, No_Fade, Vertex_Colors, Transform_Changed",129,63,129,63,0,0,0,0,129,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0004A8C0.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0004A8C9.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0004A8CA.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0004A8CB.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0004A8CC.NIF,,129,0
BSLightingShaderProperty|Default|SPF1=2353004563|SPF2=2097184,BSLightingShaderProperty,Default,2353004563,2353004563,0x8C400013,"Specular, Skinned, GreyscaleToPalette_Color, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test",2097184,2097184,0x00200020,"Vertex_Colors, Anisotropic_Lighting",126,126,126,126,0,0,124,1,1,actors,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Clothes\Hats\HairElvis_faceBones.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\TVanchor\TVanchor.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\CharacterAssets\Hair\Female\FemaleHair04_Hairline.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\CharacterAssets\Hair\Female\FemaleHair04_Hairline_faceBones.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\CharacterAssets\Hair\Female\FemaleHair05_Hairline.nif,,126,0
BSLightingShaderProperty|EnvironmentMap|SPF1=2151678609|SPF2=17,BSLightingShaderProperty,EnvironmentMap,2151678609,2151678609,0x80400291,"Specular, GreyscaleToPalette_Color, Environment_Mapping, Cast_Shadows, Own_Emit, ZBuffer_Test",17,17,0x00000011,"ZBuffer_Write, Double_Sided",124,43,124,43,0,4,38,30,52,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\LoadScreenArt\Armor02PowerArmor2.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\LoadScreenArt\Armor03PowerArmor3.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\LoadScreenArt\Armor03PowerArmor5T45.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\LoadScreenArt\Armor03PowerArmor6T51.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\LoadScreenArt\Armor03PowerArmor8X01.nif,,124,0
BSLightingShaderProperty|Default|SPF1=2151677971|SPF2=177,BSLightingShaderProperty,Default,2151677971,2151677971,0x80400013,"Specular, Skinned, GreyscaleToPalette_Color, Own_Emit, ZBuffer_Test",177,177,0x000000B1,"ZBuffer_Write, Double_Sided, Vertex_Colors, Transform_Changed",120,120,120,120,0,0,120,0,0,actors,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\FaceGenData\FaceGeom\Fallout4.esm\00002CB7.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\FaceGenData\FaceGeom\Fallout4.esm\00002CBB.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\FaceGenData\FaceGeom\Fallout4.esm\00002EF6.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\FaceGenData\FaceGeom\Fallout4.esm\00002F06.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\FaceGenData\FaceGeom\Fallout4.esm\00002F28.NIF,,120,0
BSEffectShaderProperty|Default|SPF1=2147483664|SPF2=33,BSEffectShaderProperty,Default,2147483664,2147483664,0x80000010,"GreyscaleToPalette_Color, ZBuffer_Test",33,33,0x00000021,"ZBuffer_Write, Vertex_Colors",111,50,111,50,0,3,0,3,105,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\MoltenIronPlane01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\MoltenIronPlane02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\MoltenIronPlane03.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\LoadScreenArt\LS_WorkstationArmorB01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\Industrial\FoundrySmeltingPot01Molten.nif,,111,0
BSLightingShaderProperty|Default|SPF1=2151678465|SPF2=177,BSLightingShaderProperty,Default,2151678465,2151678465,0x80400201,"Specular, Cast_Shadows, Own_Emit, ZBuffer_Test",177,177,0x000000B1,"ZBuffer_Write, Double_Sided, Vertex_Colors, Transform_Changed",109,101,109,101,0,0,0,0,109,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00019570.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0002442F.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0002716E.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0002C7AC.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0002C7AF.NIF,,109,0
BSEffectShaderProperty|Default|SPF1=2684354560|SPF2=1073741856,BSEffectShaderProperty,Default,2684354560,2684354560,0xA0000000,"External_Emittance, ZBuffer_Test",1073741856,1073741856,0x40000020,"Vertex_Colors, Effect_Lighting",109,75,109,75,0,16,6,56,31,decals,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\BreakableRockWallGate01explosion.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\BubblesSurface01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\BubblesSurfaceLite.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\DustFloatingFast.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\DustFloatingSlow.nif,,109,0
BSEffectShaderProperty|Default|SPF1=2684354688|SPF2=1073741840,BSEffectShaderProperty,Default,2684354688,2684354688,0xA0000080,"Environment_Mapping, External_Emittance, ZBuffer_Test",1073741840,1073741840,0x40000010,"Double_Sided, Effect_Lighting",106,60,106,60,0,10,0,4,92,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\LoadScreenArt\Armor07Combat.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\LoadScreenArt\EnergyWeapon.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\LoadScreenArt\LSChems01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Weapons\GunBoard.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Ammo\FatMan\MirvProjectile.nif,,106,0
BSLightingShaderProperty|Default|SPF1=2151678464|SPF2=33,BSLightingShaderProperty,Default,2151678464,2151678464,0x80400200,"Cast_Shadows, Own_Emit, ZBuffer_Test",33,33,0x00000021,"ZBuffer_Write, Vertex_Colors",104,80,104,80,5,83,0,0,16,architecture,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Markers\BlackPlane01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Props\BinToys.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Props\GasolineCanisterHulk.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Bld02FrontBrickCom01R.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Bld02FrontBrickCom01RR.nif,,104,0
BSLightingShaderProperty|Default|SPF1=2353004545|SPF2=129,BSLightingShaderProperty,Default,2353004545,2353004545,0x8C400001,"Specular, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test",129,129,0x00000081,"ZBuffer_Write, Transform_Changed",103,97,103,97,0,0,0,0,103,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Pipboy\CharacterAssets\PipboyDusty.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0002C071.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0002C075.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0002C07A.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM0002C095.NIF,,103,0
BSLightingShaderProperty|Default|SPF1=2151678473|SPF2=49,BSLightingShaderProperty,Default,2151678473,2151678473,0x80400209,"Specular, Vertex_Alpha, Cast_Shadows, Own_Emit, ZBuffer_Test",49,49,0x00000031,"ZBuffer_Write, Double_Sided, Vertex_Colors",102,71,102,71,40,19,22,0,21,trees,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Airport\AirportTerminalEnd04.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Shacks\ShackMidRoofSm01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Warehouse\WrhsWingRoofEdging01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Warehouse\WrhsWingRoofEdgingDblEndCaps01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interface\Compass\Compass01_2.nif,,102,0
BSLightingShaderProperty|Default|SPF1=2151678483|SPF2=48,BSLightingShaderProperty,Default,2151678483,2151678483,0x80400213,"Specular, Skinned, GreyscaleToPalette_Color, Cast_Shadows, Own_Emit, ZBuffer_Test",48,48,0x00000030,"Double_Sided, Vertex_Colors",101,101,101,101,0,0,100,0,1,actors,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Clothes\Hats\HairElvis_faceBones.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\CharacterAssets\Hair\Female\FemaleHair04.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\CharacterAssets\Hair\Female\FemaleHair04_faceBones.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\CharacterAssets\Hair\Female\FemaleHair05.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\CharacterAssets\Hair\Female\FemaleHair05_faceBones.nif,,101,0
BSLightingShaderProperty|Default|SPF1=2353004563|SPF2=160,BSLightingShaderProperty,Default,2353004563,2353004563,0x8C400013,"Specular, Skinned, GreyscaleToPalette_Color, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test",160,160,0x000000A0,"Vertex_Colors, Transform_Changed",100,95,100,95,0,0,100,0,0,actors,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\FaceGenData\FaceGeom\Fallout4.esm\00002CB7.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\FaceGenData\FaceGeom\Fallout4.esm\00002EF6.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\FaceGenData\FaceGeom\Fallout4.esm\00002F28.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\FaceGenData\FaceGeom\Fallout4.esm\0000365E.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\FaceGenData\FaceGeom\Fallout4.esm\00019BF3.NIF,,100,0
BSLightingShaderProperty|EnvironmentMap|SPF1=2151678601|SPF2=33,BSLightingShaderProperty,EnvironmentMap,2151678601,2151678601,0x80400289,"Specular, Vertex_Alpha, Environment_Mapping, Cast_Shadows, Own_Emit, ZBuffer_Test",33,33,0x00000021,"ZBuffer_Write, Vertex_Colors",93,78,93,78,2,83,0,0,8,architecture,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\LoadScreenArt\Workshop03.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Traps\TrapCymbalMonkeyHulk02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Bld04EndBrickRes01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Bld08CornerBrickCom01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\BldgMetal4Story2x1ParkingA.nif,,93,0
BSLightingShaderProperty|Default|SPF1=2353005057|SPF2=129,BSLightingShaderProperty,Default,2353005057,2353005057,0x8C400201,"Specular, Cast_Shadows, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test",129,129,0x00000081,"ZBuffer_Write, Transform_Changed",92,89,92,89,0,0,0,0,92,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00077E5B.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00077E5D.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM000B02E4.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM000B02ED.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM00139D6E.NIF,,92,0
BSLightingShaderProperty|Default|SPF1=2151678467|SPF2=17,BSLightingShaderProperty,Default,2151678467,2151678467,0x80400203,"Specular, Skinned, Cast_Shadows, Own_Emit, ZBuffer_Test",17,17,0x00000011,"ZBuffer_Write, Double_Sided",92,86,92,86,6,1,7,1,77,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\TreeNoose01_HangingMannequin.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Traps\TrapCanChimes01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Synths\G2Skin_Head1.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Synths\G2Skin_LArm.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Synths\G2Skin_Lleg.nif,,92,0
BSEffectShaderProperty|Default|SPF1=3758096456|SPF2=1073741872,BSEffectShaderProperty,Default,3758096456,3758096456,0xE0000048,"Vertex_Alpha, Use_Falloff, External_Emittance, Soft_Effect, ZBuffer_Test",1073741872,1073741872,0x40000030,"Double_Sided, Vertex_Colors, Effect_Lighting",91,29,91,29,0,10,0,70,11,decals,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\FXAmbDustSm.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\FXAmbHighWindBlowingPlane01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\FXLightBeamPrydwen.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\GSBeamSmoky01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\GSBeamSmoky02.nif,,91,0
BSLightingShaderProperty|Default|SPF1=2151678465|SPF2=67108897,BSLightingShaderProperty,Default,2151678465,2151678465,0x80400201,"Specular, Cast_Shadows, Own_Emit, ZBuffer_Test",67108897,67108897,0x04000021,"ZBuffer_Write, Vertex_Colors, Gradient_Remap",85,75,85,75,0,80,0,0,5,architecture,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Bld02CornerMetalCom01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Bld02FrontBrickCom01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Bld02FrontBrickCom01R.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Bld02FrontBrickCom01RR.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Bld02FrontBrickCom02.nif,,85,0
BSLightingShaderProperty|Default|SPF1=2353004563|SPF2=2097185,BSLightingShaderProperty,Default,2353004563,2353004563,0x8C400013,"Specular, Skinned, GreyscaleToPalette_Color, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test",2097185,2097185,0x00200021,"ZBuffer_Write, Vertex_Colors, Anisotropic_Lighting",84,84,84,84,0,0,84,0,0,actors,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\CharacterAssets\Beards\HumanBeard22.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\CharacterAssets\Beards\HumanBeard22_faceBones.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\CharacterAssets\Beards\HumanBeard22_Hairline1.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\CharacterAssets\Beards\HumanBeard22_Hairline1_faceBones.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\CharacterAssets\Beards\HumanBeard22_Hairline2.nif,,84,0
BSLightingShaderProperty|GlowShader|SPF1=2151678465|SPF2=97,BSLightingShaderProperty,GlowShader,2151678465,2151678465,0x80400201,"Specular, Cast_Shadows, Own_Emit, ZBuffer_Test",97,97,0x00000061,"ZBuffer_Write, Vertex_Colors, Glow_Map",83,55,83,55,0,44,6,14,19,architecture,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\RobotSelfDestructExplosion.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\LoadScreenArt\CreatureMolerat.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interface\PA\PADash01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Plants\FungusBrain01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Plants\FungusBrain02.nif,,83,0
BSEffectShaderProperty|Default|SPF1=2684354608|SPF2=1073741856,BSEffectShaderProperty,Default,2684354608,2684354608,0xA0000030,"GreyscaleToPalette_Color, GreyscaleToPalette_Alpha, External_Emittance, ZBuffer_Test",1073741856,1073741856,0x40000020,"Vertex_Colors, Effect_Lighting",82,47,82,47,0,9,16,42,15,decals,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\BloodBugBloodSpray.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\BloodBugBloodSprayBall.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\CG_Nuke.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\CryoJet01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\FXtest01.nif,,82,0
BSLightingShaderProperty|HairTint|SPF1=2353266691|SPF2=2097313,BSLightingShaderProperty,HairTint,2353266691,2353266691,0x8C440003,"Specular, Skinned, Hair, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test",2097313,2097313,0x002000A1,"ZBuffer_Write, Vertex_Colors, Transform_Changed, Anisotropic_Lighting",81,81,81,81,0,0,81,0,0,actors,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\FaceGenData\FaceGeom\Fallout4.esm\00002F66.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\FaceGenData\FaceGeom\Fallout4.esm\0000365D.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\FaceGenData\FaceGeom\Fallout4.esm\00019983.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\FaceGenData\FaceGeom\Fallout4.esm\00019FD9.NIF; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Character\FaceGenData\FaceGeom\Fallout4.esm\000342C4.NIF,,81,0
BSLightingShaderProperty|Default|SPF1=2151677953|SPF2=33,BSLightingShaderProperty,Default,2151677953,2151677953,0x80400001,"Specular, Own_Emit, ZBuffer_Test",33,33,0x00000021,"ZBuffer_Write, Vertex_Colors",80,70,80,70,0,74,0,0,6,architecture,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\CulvertBridgeLandscape_L01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\GlowingSea\GSTelephonePole01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\GlowingSea\GSTelephonePole02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\GlowingSea\GSTelephonePole03.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\GlowingSea\GSTelephonePole04.nif,,80,0
BSLightingShaderProperty|EnvironmentMap|SPF1=2151678595|SPF2=33,BSLightingShaderProperty,EnvironmentMap,2151678595,2151678595,0x80400283,"Specular, Skinned, Environment_Mapping, Cast_Shadows, Own_Emit, ZBuffer_Test",33,33,0x00000021,"ZBuffer_Write, Vertex_Colors",79,55,79,55,0,6,40,1,32,actors,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\AnimObjects\AnimObjectStimpackSkinned.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Bloatfly\MaggotDart.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Bloatfly\MaggotDartGO.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Synths\SynthGen2HeadRear.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\TVanchor\TVanchor.nif,,79,0
BSEffectShaderProperty|Default|SPF1=2348810240|SPF2=33,BSEffectShaderProperty,Default,2348810240,2348810240,0x8C000000,"Decal, Dynamic_Decal, ZBuffer_Test",33,33,0x00000021,"ZBuffer_Write, Vertex_Colors",77,77,77,77,0,75,0,0,2,architecture,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Props\BoSDistressPulser\BoSDistressPulserGlowing.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Weapons\Grenade\TransmitGrenadeProjectile.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Weapons\Grenade\TransmitterGrenadeMS02Placed.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\Building\Brick\Small_FloorCeilKit\BldBrickSmCeilOnly01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\Building\Brick\Small_FloorCeilKit\BldBrickSmCeilOnly02.nif,,77,0
